wort,hitler,trump,biden,bush,obama
meng,0,0,1,0,0
mental,41,79,23,1,8
mentality,24,0,0,0,0
mentally,8,17,2,0,0
mention,7,72,10,0,3
mentioned,30,35,12,3,6
mentioning,0,1,1,0,0
mentor,0,0,3,7,3
mentoring,0,0,0,2,0
men—coast,0,0,0,1,0
men—for,1,0,0,0,0
men’,1,0,0,0,0
men’s,1,0,0,0,0
men…,0,0,1,0,0
mercedes,0,15,0,0,0
mercenary,3,1,0,0,0
merchan,0,1,0,0,0
merchant,9,0,0,0,0
merciful,1,0,0,0,0
merciless,3,1,1,0,0
mercilessly,4,0,0,0,0
mercury,0,0,0,0,4
mercy,4,3,6,9,2
mere,50,9,3,0,6
meredith,0,3,1,0,0
merely,108,5,1,2,7
merge,0,0,1,1,1
merit,11,6,1,0,6
meritbased,0,5,0,0,0
merited,1,0,0,0,1
meriting,1,0,0,0,0
meritorious,1,0,0,0,0
merkel,0,3,2,0,0
mernin,0,1,0,0,0
merrick,0,5,0,0,0
merrimack,0,1,0,0,0
merritt,0,0,0,0,1
merriweather,0,1,0,0,0
merry,0,22,0,0,0
mesa,0,1,0,0,0
mesh,1,0,0,0,0
meshe,0,1,0,0,0
mesnard,0,1,0,0,0
mess,1,85,4,2,4
message,8,29,34,28,28
messaged,0,2,0,0,0
messaging,0,1,0,0,0
messenger,0,0,1,0,0
messing,1,0,0,0,0
messrs,1,0,0,0,0
messy,0,1,1,0,4
met,12,78,58,26,35
metal,0,11,1,0,1
metamorphosis,1,0,0,0,0
metaphor,0,6,0,0,0
metaphysical,2,0,0,0,0
metastasize,0,0,1,0,0
metastasized,0,0,5,0,0
meted,1,0,0,0,0
meteor,0,0,2,0,0
meteoric,1,0,0,0,0
meter,1,0,2,0,1
meth,0,3,0,0,0
methane,0,1,17,0,1
method,67,3,1,14,1
methodical,2,0,0,0,0
methodically,1,2,0,0,0
methodist,0,0,0,0,1
methodology,0,0,0,1,0
methuselah,1,0,0,0,0
meticulous,0,0,3,0,0
meticulously,1,0,0,0,0
metric,0,0,1,1,0
metro,0,1,1,0,0
metropolis,8,0,0,0,0
metropolitan,0,3,4,0,1
mettle,6,0,0,0,0
met…,0,0,1,0,0
meuser,0,4,0,0,0
mex,0,1,0,0,0
mexic,0,1,0,0,0
mexican,0,4,0,4,1
mexico,1,348,5,8,7
meyer,0,1,0,1,0
me—i,0,0,0,1,0
me—the,0,0,0,2,0
me—was,1,0,0,0,0
me…,0,7,0,0,0
mi,0,2,0,0,0
miami,0,16,3,0,5
mic,0,22,0,0,0
micah,0,0,1,0,0
michael,0,48,2,5,4
michael…,0,1,0,0,0
micheal,0,0,0,2,0
michele,0,5,0,0,0
michelle,0,3,1,1,25
michelle—michelle,0,0,0,0,1
michigan,0,146,22,0,3
mick,0,1,0,0,0
mickey,0,0,1,0,0
microchip,0,0,0,0,1
microcosm,0,0,0,0,1
microfinancing,0,0,0,0,1
micromanage,0,0,0,1,0
microphone,0,21,0,0,0
microscope,1,0,0,0,0
microsoft,0,0,1,0,1
mics,0,1,0,0,0
mid,0,2,0,0,0
midatlantic,0,0,0,0,1
midday,6,0,0,0,0
middle,21,162,122,100,107
middleaged,0,0,0,0,1
middleclass,0,2,19,0,52
middleeast,0,1,0,0,0
middleground,0,0,0,0,1
middleincome,0,0,1,0,0
middleman,1,4,0,0,0
middlemanagement,0,0,0,0,1
middletondoctor,0,0,0,0,2
middle…,0,1,0,0,0
middling,1,0,0,0,0
midland,0,2,0,1,0
midlothian,0,0,0,1,0
midnight,1,0,0,2,0
mids,0,0,0,0,1
midst,9,2,8,3,12
midsummer,2,0,0,0,0
midterm,0,16,0,0,1
midterms,0,1,0,0,0
midwest,0,3,5,0,4
mig,0,1,0,0,0
might,213,93,32,22,73
mighty,12,2,1,0,1
might’,1,0,0,0,0
migrant,0,53,1,0,0
migrate,1,0,0,0,0
migrates,1,0,0,0,0
migration,2,15,0,0,1
miguel,0,0,0,0,1
miinchener,4,0,0,0,0
miinchenerkindlkeller,1,0,0,0,0
miinchner,1,0,0,0,0
miinchnerkindilkeller,1,0,0,0,0
miinchnerkindlkeller,1,0,0,0,0
mike,0,142,2,11,1
mikie,0,0,1,0,0
mil,0,1,0,0,0
milan,0,0,0,1,0
mild,4,1,0,0,0
mildew,1,0,0,0,0
mildly,0,8,5,0,0
mile,0,163,66,12,11
mileage,0,0,3,0,0
mileanhour,0,1,0,0,0
miles,0,3,3,0,0
milestone,0,1,4,1,7
miley,0,0,1,0,0
milieu,2,0,0,0,0
militant,15,3,0,1,0
militantly,1,0,0,0,0
militarily,0,6,1,0,0
militarism,2,0,0,2,0
militarism’,4,0,0,0,0
militaristic,0,2,0,0,0
militarist’,1,0,0,0,0
militarized,0,0,1,0,0
military,132,530,108,108,101
militaryaged,0,2,0,0,0
militarystyle,0,0,0,0,1
military—they,0,0,0,1,0
militia,0,0,0,5,1
milk,2,9,1,0,3
milksop,1,0,0,0,0
mill,0,8,0,0,3
millennial,5,0,0,0,0
millennium,0,0,0,3,3
miller,0,19,2,4,1
millermeeks,0,2,0,0,0
milley,0,16,1,0,0
milliard,3,0,0,0,0
millie,0,6,1,0,0
milling,0,0,0,0,1
million,87,1036,335,111,201
millionaire,0,0,10,0,7
millions…,0,3,0,0,0
million…,0,1,1,0,0
millstone,1,0,0,0,0
milou,0,1,0,0,0
milton,0,0,2,0,0
milwaukee,0,5,0,0,1
mimic,1,0,0,0,0
min,0,0,1,0,0
minchener,1,0,0,0,0
mind,153,91,35,14,39
mindboggling,0,1,0,0,0
minded,5,0,0,0,0
minden,0,2,0,0,0
mindful,0,0,2,4,9
mindless,0,0,0,0,1
mindmeld,0,0,0,0,1
mindset,0,2,1,0,0
mind’,1,0,0,0,0
mind’s,1,0,0,0,0
mine,5,142,19,1,8
minefield,0,0,0,1,0
miner,0,9,3,0,3
mineral,0,3,1,0,1
mingle,1,0,0,0,1
mingled,2,0,0,0,0
mini,0,1,1,0,0
miniature,2,0,0,0,0
minimal,0,3,1,0,0
minimization,1,0,0,0,0
minimize,0,0,2,0,0
minimum,3,25,21,1,28
mining,0,1,3,0,0
minister,11,28,22,13,11
ministerial,2,0,1,0,0
ministry,2,0,0,0,2
minneapolis,0,18,1,0,3
minnesota,0,24,3,0,3
minor,5,19,0,3,0
minority,7,2,15,11,16
minorityowned,0,0,0,2,0
minorityserving,0,0,2,0,0
minus,0,6,0,0,0
minute,19,169,20,8,9
minutes,0,5,0,0,0
miracle,8,29,1,3,1
miracles,0,0,0,0,1
miraculous,1,2,1,1,0
miraculously,0,5,0,0,0
mirage,1,0,0,0,0
miranda,0,1,0,0,0
mire,3,0,0,0,0
mired,0,1,0,0,1
mirror,1,2,0,2,1
mirrored,1,1,0,0,0
mirror—or,0,0,0,1,0
misbehavior,0,0,0,0,1
miscalculated,0,1,0,1,0
miscalculation,0,0,2,0,0
miscarriage,0,1,1,0,0
miscegenation,2,0,0,0,0
mischief,3,0,0,0,0
mischievous,4,0,0,0,0
misconceived,1,0,0,0,0
misconduct,0,12,2,0,0
misconstrued,2,0,0,0,0
miscreant,1,0,0,0,0
misdeed,3,0,0,0,0
misdemeanor,0,3,0,0,0
miserable,27,3,0,0,0
miserably,3,0,0,0,0
miserly,1,0,0,0,0
misery,29,12,0,2,0
miserymongering,1,0,0,0,0
misfit,0,2,0,0,0
misfortune,31,0,0,0,3
misgiving,4,0,0,0,0
misgovernment,1,0,0,0,0
misguided,0,3,0,1,6
mishap,0,0,0,0,1
misinform,0,0,0,0,1
misinformation,0,16,11,0,2
misinformed,0,0,0,0,1
misinterpreted,0,0,1,0,0
mislead,2,0,0,1,0
misleading,1,0,1,0,1
misled,9,1,0,0,1
mismanagement,1,0,0,0,2
misplaced,1,0,0,0,0
misprint,0,2,0,0,0
mispronounce,0,0,1,0,0
misreading,0,0,0,0,1
misrepresent,0,0,0,0,1
misrepresentation,0,1,0,0,0
misrepresented,0,1,0,0,0
miss,1,18,5,4,1
missed,3,19,4,1,2
missile,0,64,4,19,6
missing,2,18,6,2,1
mission,39,32,51,48,54
missionary,3,0,0,0,0
missionstations,1,0,0,0,0
mission’,1,0,0,0,0
mississippi,0,1,16,11,2
missouri,0,5,11,0,8
missourian,0,0,1,0,0
misspeaking,0,0,2,0,0
misspelling,0,1,0,0,0
misspent,0,0,1,0,0
misspoke,0,0,1,0,0
misstatement,1,0,0,0,0
mist,3,0,0,0,0
mistake,46,59,13,17,24
mistaken,13,0,4,1,0
mister,0,1,0,0,0
mistletoe,1,0,0,0,0
mistreat,0,1,0,0,0
mistreated,0,3,0,0,0
mistress,2,0,0,0,0
mistrust,0,0,0,0,12
misty,0,0,0,0,1
misunderestimated,0,0,0,1,0
misunderstand,1,0,1,0,0
misunderstanding,3,9,3,1,1
misunderstood,2,0,0,0,0
misuse,2,0,0,0,0
misused,0,0,1,0,0
mit,0,18,0,0,0
mitch,0,42,11,0,10
mitchell,0,0,0,1,0
mitigate,0,1,3,0,0
mitt,0,30,0,0,1
mix,4,3,2,1,4
mixed,10,2,0,0,2
mixing,3,1,0,0,0
mixture,15,0,0,0,0
mmean,1,0,0,0,0
mo,0,21,1,0,0
moan,1,0,0,0,0
moaning,0,0,0,0,1
mob,14,10,9,0,1
mobile,0,2,5,5,1
mobilisation,2,0,0,0,0
mobilise,2,0,0,0,0
mobilised,2,0,0,0,0
mobility,0,0,0,2,15
mobilization,0,2,0,0,2
mobilize,0,0,8,1,3
mobilized,0,0,1,1,3
mobilizing,0,0,8,3,1
mobster,0,2,0,0,0
mock,2,1,0,0,1
mocked,2,2,0,0,0
mockery,2,2,0,0,0
mocking,0,2,0,0,0
mode,6,0,2,0,0
model,11,14,0,5,10
modeled,0,1,1,0,2
modem,13,0,0,0,0
moderate,5,4,7,4,2
moderately,0,1,0,0,0
moderating…,0,1,0,0,0
moderation,4,1,0,2,0
moderator,0,1,0,0,0
modern,27,13,13,11,7
moderna,0,5,6,0,0
modernity,0,0,0,0,3
modernization,0,0,0,2,1
modernize,0,1,10,5,5
modernized,0,1,0,2,0
modernizing,0,0,4,2,2
modest,14,0,2,1,8
modestly,3,0,0,0,0
modesty,2,0,0,0,0
modicum,1,0,0,0,0
modification,3,0,0,0,1
modified,3,0,0,0,0
modify,2,0,0,0,0
modifying,0,0,0,0,1
modular,0,0,1,0,0
module,0,0,0,0,1
modus,0,0,1,0,0
mohammed,0,1,0,3,1
mohammedanism,1,0,0,0,0
moines,0,4,0,1,1
mold,0,1,0,0,0
molding,0,0,1,0,0
moldovans,0,0,1,0,0
molested,0,3,0,0,0
molly,0,2,2,0,0
moltke,1,0,0,0,0
moltke’s,1,0,0,0,0
mom,0,15,46,12,23
mombasa,0,0,0,1,0
moment,132,55,110,44,65
momentarily,1,0,0,0,0
momentary,4,0,0,0,1
momentous,4,1,1,0,1
moments—a,0,0,0,0,1
momentum,1,8,5,9,12
moment—a,0,0,0,0,1
moment—this,0,0,0,0,1
moment’s,1,0,0,0,0
mommy,0,5,0,0,0
monaco,0,2,0,0,0
monarch,26,0,2,0,0
monarchical,11,0,0,0,0
monarchist,4,0,0,0,0
monarchy,47,0,0,1,0
monastery,1,0,0,0,0
moncef,0,3,0,0,0
monday,1,31,9,0,1
monetary,1,0,0,1,1
money,27,636,101,59,95
moneygrubbing,1,0,0,0,0
moneymarkets,1,0,0,0,0
monger,1,6,0,0,0
mongerers,0,1,0,0,0
mongering,0,1,0,0,0
mongolia,0,0,0,1,0
mongolian,1,0,0,0,0
mongrel,17,0,0,0,0
monica,0,1,0,0,0
monies,0,1,1,0,0
moniker,0,2,0,0,0
monitor,0,0,5,3,3
monitored,0,1,0,0,0
monitoring,0,0,5,1,0
monkey,1,0,0,0,0
monocle,4,0,0,0,0
monoclonal,0,0,4,0,0
monopolised,1,0,0,0,0
monopoly,4,9,1,0,4
monotony,1,0,0,0,0
monroe,0,1,0,0,0
monster,4,27,0,0,0
monstrosity,5,3,0,0,0
monstrous,4,5,0,0,1
montana,0,2,0,2,1
montgomery,0,3,1,0,3
month,24,457,239,54,132
monthly,0,5,11,3,6
monthold,0,1,0,0,0
months,0,2,1,0,0
monthtomonth,0,1,0,0,1
monument,8,17,13,0,4
monumental,3,8,2,0,0
mood,2,1,0,0,1
moody,0,0,7,0,0
moolenaar,0,1,0,0,0
moon,4,13,3,0,13
moonshot,0,0,1,0,0
moonshotamerica,0,0,0,0,1
moonwalk,0,1,0,0,0
moonwalked,0,1,0,0,0
moor,1,0,0,0,0
moore,0,4,2,0,0
mooted,1,0,0,0,0
moral,83,3,12,29,22
morale,3,1,0,3,1
morality,4,1,0,3,1
morally,6,1,0,1,2
moran,0,0,2,0,0
morass,2,0,0,0,0
moratorium,0,0,0,0,4
morbid,13,0,0,0,0
more,0,9,2,0,0
moreeducational,0,0,0,0,1
morehouse,0,0,3,0,0
moreno,0,7,0,1,0
moreover,38,2,1,0,8
more—i,0,0,0,0,1
more…,0,3,0,0,0
morgan,0,7,5,0,0
morganatic,1,0,0,0,0
morgenthau,0,0,0,0,1
morgue,0,0,1,0,0
moribund,1,0,0,0,0
moritz,1,0,0,0,0
mormon,0,1,0,0,0
morning,22,129,35,21,11
morocco,0,1,0,3,1
morph,0,0,2,0,0
morris,0,0,2,1,1
morrison,0,0,2,0,0
morrissey,0,1,0,0,0
morrow,2,0,0,0,0
morse,0,0,0,2,0
morsel,3,3,0,0,0
mortal,27,0,0,2,0
mortality,0,3,2,0,2
mortally,1,0,0,0,0
mortar,3,1,1,1,0
mortgage,0,12,10,6,26
mortgagebacked,0,0,0,1,0
mortgaging,0,0,0,0,1
morton,0,2,0,0,0
mosaic,3,0,0,0,0
moscow,1,27,4,0,1
moses,0,0,0,0,2
mosque,0,0,0,6,4
mosquito,0,2,0,0,0
most,0,1,1,0,0
mostfavorednation,0,1,0,0,0
mostly,20,39,5,2,5
most…,0,3,1,0,0
mosul,0,0,0,2,0
moth,1,0,0,0,0
motheaten,1,0,0,0,0
mother,25,45,34,17,37
mothercountry,8,0,0,0,0
motherinlaw,0,2,0,0,1
mothers,0,1,0,0,0
mothers—all,1,0,0,0,0
motherto,0,0,0,1,0
mothertochild,0,0,0,2,0
mother’s,4,0,0,0,0
motif,19,0,0,1,0
motion,5,5,3,1,1
motivate,1,0,0,0,0
motivated,0,2,0,1,1
motivating,1,0,0,0,0
motivation,0,0,0,0,1
motive,6,0,2,0,0
motley,4,0,0,0,0
motor,1,2,6,0,2
motorcade,0,1,0,0,0
motorcar,1,0,0,0,0
motorcycle,0,2,0,0,0
motorlorries,2,0,0,0,0
motto,2,15,0,0,0
mould,4,0,0,0,0
moulded,2,0,0,0,0
moulding,1,0,0,0,0
mound,1,0,0,0,0
mount,0,3,0,1,0
mountain,2,17,7,4,8
mountaincock,1,0,0,0,0
mountainous,0,0,1,0,0
mountaintops,0,0,0,1,0
mountebank,1,0,0,0,0
mounted,1,0,0,0,0
mounting,1,0,1,3,1
mourn,0,2,1,1,2
mourned,0,0,2,0,2
mourner,0,0,0,1,0
mournful,0,0,1,1,0
mourning,0,0,1,4,0
mourns,0,1,0,0,0
mouse,5,0,1,0,1
moutardier,0,0,0,1,0
mouth,15,11,0,0,1
mouthing,0,0,1,0,0
mouthpiece,2,0,0,0,0
move,13,97,108,35,84
moved,16,55,40,5,15
movement,558,231,18,17,19
movement—for,1,0,0,0,0
movement’s,3,0,0,0,0
mover,1,0,5,0,0
movie,0,27,4,0,3
moviegoer,0,0,0,0,1
moving,0,37,69,16,29
moyers,0,0,0,0,2
moylan,0,0,1,0,0
moynihan,0,0,2,1,3
mozzarella,0,0,0,0,1
mpp,0,1,0,0,0
mr,0,73,43,24,32
mres,0,0,0,1,0
ms,0,61,0,0,0
msdnc,0,9,0,0,0
msnbc,0,4,0,0,0
mss,0,1,0,0,0
mtis,0,1,0,0,0
muammar,0,0,0,0,1
much,166,1776,249,73,179
muchadvertised,1,0,0,0,0
muchas,0,0,0,0,2
much…,0,2,0,0,0
mud,7,0,0,0,0
muddle,0,0,0,0,2
mudencrusted,1,0,0,0,0
mudslide,0,0,1,0,0
mueller,0,36,0,0,0
muer,0,1,0,0,0
mug,2,0,0,0,0
mugged,0,2,0,0,0
mugging,0,2,0,0,0
muhammad,0,3,0,0,1
muhammed,0,0,0,0,1
muinchener,1,0,0,0,0
mulatto,1,0,0,0,0
mule,0,6,0,0,3
mullah,0,2,0,0,0
mullen,0,0,0,1,2
muller,0,1,0,0,0
mullica,0,0,1,0,0
multibillion,0,0,1,0,0
multiethnic,0,0,0,0,1
multifarious,2,0,0,0,0
multigraphed,1,0,0,0,0
multilateral,0,0,3,1,0
multilaterally,0,0,1,0,0
multimillionaire,0,0,1,0,0
multinational,1,2,0,1,1
multiparty,0,0,0,2,1
multiple,1,6,9,0,3
multiplicity,1,0,0,0,0
multiplied,0,0,0,1,0
multiply,4,11,1,1,0
multiplying,1,0,0,0,0
multisectarian,0,0,0,0,1
multitrillion,0,1,0,0,0
multitude,14,0,0,0,2
multitude—hate,1,0,0,0,0
mum,0,0,1,0,0
mumbai,0,0,2,0,0
mumbling,0,1,0,0,0
mummy,1,0,0,0,0
mumps,0,0,9,0,0
munich,70,1,1,0,0
municipal,2,0,0,0,0
municipality,0,0,0,0,1
munition,6,1,0,2,0
murder,0,72,8,31,9
murdered,1,26,5,0,2
murderer,1,43,2,4,5
murdering,0,5,0,1,1
murderous,0,1,0,6,1
murk,2,0,0,0,0
murkowski,0,5,0,0,0
murky,1,0,0,0,0
murmur,3,0,0,0,0
murph,0,0,1,0,0
murphy,0,2,10,0,3
murray,0,0,1,0,0
murrell,0,1,0,0,0
murthy,0,0,1,0,0
muscle,0,4,1,0,0
muscular,1,0,1,0,0
muse,0,0,1,0,0
museum,1,3,0,0,3
musharraf,0,0,0,1,0
music,4,26,0,1,3
musician,1,0,0,1,0
musket,0,0,0,0,1
muslim,0,3,2,13,59
muslimmajority,0,0,0,0,7
muslims,0,0,0,0,1
mussolini,1,0,0,0,0
must,698,312,87,293,340
mustard,1,0,0,2,0
muster,0,1,0,0,3
mustered,1,0,0,0,0
musthave,0,0,0,0,1
mutilate,0,3,0,0,0
mutilated,2,2,0,0,0
mutilating,0,4,0,1,0
mutilation,0,10,0,2,0
mutilization,0,3,0,0,0
mutineering,1,0,0,0,0
mutombo,0,0,0,2,0
mutual,33,0,5,1,21
mutually,1,0,0,0,1
my,0,7,4,0,2
myers,0,1,0,0,0
myra,0,0,0,0,4
myriad,1,1,0,0,0
myron,0,2,0,0,0
mysterious,6,1,0,0,1
mysteriously,0,2,0,0,0
mystery,7,1,0,1,0
mystic,1,0,0,0,0
myth,0,0,1,2,4
my…,0,3,1,0,0
mélée,1,0,0,0,0
métier,1,0,0,0,0
m…,0,0,1,0,0
n,12,10,1,0,0
naacp,0,0,0,0,1
nadler,0,2,0,0,0
nafta,0,69,0,0,0
nag,1,0,0,0,0
nagasaki,0,3,0,0,0
nagging,0,0,0,0,2
nagin,0,0,0,1,0
nagy,0,1,0,0,0
nah,0,10,0,0,0
nail,2,7,0,0,0
nailed,2,1,0,0,0
naive,1,3,0,1,1
naively,0,4,0,0,0
naivete,0,1,0,0,0
naivety,1,0,0,0,0
naked,2,1,5,0,2
namaste,0,0,0,0,2
name,58,326,44,10,14
namecalling,0,0,0,2,1
named,2,83,16,8,12
named…,0,1,0,0,0
nameless,1,0,0,0,0
namely,110,0,0,1,1
names,0,1,0,0,0
names—austerlitz,1,0,0,0,0
nance,0,0,1,0,0
nancy,0,69,3,5,5
nanotechnology,0,0,0,1,0
naomi,0,0,3,0,0
napoleon,3,1,0,0,0
napoleonic,1,0,0,0,0
napoleonist,1,0,0,0,0
napolitano,0,0,0,1,1
nara,0,22,0,0,0
narcoterrorist,0,1,0,0,0
narcotic,0,3,0,0,0
narrative,0,13,0,0,2
narrow,10,0,3,2,7
narrowed,0,0,0,1,0
narrower,3,0,0,0,0
narrowest,1,0,0,0,0
narrowing,0,0,2,0,0
narrowly,0,0,0,0,2
narrowminded,3,0,0,0,0
narrowmindedness,3,0,0,0,0
narrowness,1,0,0,0,0
nasa,0,6,0,0,28
nasdaq,0,0,2,0,0
nash,0,0,0,0,1
nashua,0,1,0,0,0
nashville,0,1,0,0,0
nast,0,1,0,0,0
nastiest,0,1,0,0,0
nasty,0,32,0,0,0
natalie,0,2,0,0,0
nate,0,3,0,0,1
nathan,0,3,0,1,0
nathan—a,0,0,0,1,0
nation,576,951,347,405,397
national,484,140,93,78,68
nationalisation,3,0,0,0,0
nationalism,6,2,0,0,1
nationalist,35,3,0,0,1
nationality,44,0,1,0,3
nationalized,0,0,0,1,0
nationally,0,0,8,0,0
nationalminded,5,0,0,0,0
nationalpolitical,1,0,0,0,0
national’,1,0,0,0,0
nationbuild,0,0,0,0,1
nationbuilding,0,0,0,0,3
nations,0,1,0,0,0
nations—had,1,0,0,0,0
nations—or,1,0,0,0,0
nations’,5,0,0,0,0
nationwide,0,23,18,3,2
nationwrecking,0,1,0,0,0
nation—this,0,0,0,1,0
nation’,3,0,0,0,0
nation’s,21,0,0,0,0
native,16,3,20,1,10
nativeborn,0,1,0,0,1
nato,0,44,43,6,16
natoma,0,0,0,0,14
natsios,0,0,0,1,0
natural,76,32,9,9,24
naturalborn,0,2,0,0,0
naturalised,1,0,0,0,0
naturalization,1,0,0,1,0
naturally,52,1,0,1,1
nature,141,7,12,13,14
nature—which,1,0,0,0,0
nature’s,6,0,0,0,0
naught,1,0,0,0,0
nauseated,1,0,0,0,0
nauseating,1,0,0,0,0
navajo,0,0,1,0,1
naval,12,1,2,2,1
navigate,0,0,0,1,1
navigated,0,0,1,0,0
navigating,0,0,2,0,1
navigation,0,1,2,0,2
navvy,1,0,0,0,0
navy,9,8,2,6,3
navy—which,1,0,0,0,0
naw,0,1,0,1,0
naysayer,0,0,0,0,3
nazi,0,0,5,0,1
nazism,0,0,0,1,0
naïve,0,0,0,0,9
nba,0,2,0,1,0
nbc,0,22,1,0,0
nca,0,1,0,0,0
ncaa,0,5,0,0,0
nd,2,8,4,0,0
nda,0,0,1,0,0
ne,0,1,0,0,0
nea,0,0,1,0,0
neal,0,1,0,0,0
near,7,43,22,6,9
nearby,0,3,3,0,2
nearer,8,0,0,0,0
nearest,3,0,1,0,1
nearing,0,1,0,3,1
nearly,26,71,83,40,82
nears,0,0,0,0,1
nearterm,0,0,1,0,1
near…,0,1,0,0,0
neat,0,0,1,0,0
neatly,0,1,0,0,0
nebraska,0,29,1,0,0
necessarily,26,9,1,0,3
necessarily…,0,1,0,0,0
necessary,232,33,23,39,46
necessitate,1,0,0,0,0
necessitated,2,0,0,0,0
necessitates,2,0,0,0,0
necessity,56,1,3,1,8
neck,5,8,3,0,0
necklace,0,1,0,0,0
neck…,0,1,0,0,0
nect,0,1,0,0,0
ned,0,0,1,0,0
need,84,515,389,180,365
needed,26,68,47,24,26
needing,0,1,2,0,0
needle,1,5,2,7,2
needlessly,0,0,1,1,0
needle’s,1,0,0,0,0
need…,0,1,1,0,0
neera,0,0,0,0,2
nefarious—to,1,0,0,0,0
negate,1,0,0,0,0
negative,16,19,7,1,3
negatively,0,0,1,0,1
negativity,0,0,1,0,0
neglect,8,0,0,0,2
neglected,12,0,0,0,3
neglectful,1,0,0,0,0
neglecting,6,0,0,0,0
negligence,1,1,0,0,0
negligent,1,0,0,0,0
negligible,4,0,0,0,0
negotiate,1,29,26,1,6
negotiated,0,20,2,1,2
negotiating,2,34,4,0,5
negotiation,5,27,15,3,19
negotiations’,1,0,0,0,0
negotiator,4,30,0,0,0
negotiators,0,1,0,0,0
negri,0,0,2,0,0
negro,14,0,2,0,0
negroid,3,0,0,0,0
negroponte,0,0,0,1,0
negro’s,1,0,0,0,0
nehederet,0,0,0,0,1
nehls,0,1,0,0,0
neighbor,0,22,15,20,31
neighborhood,0,6,19,18,16
neighboring,0,1,1,0,1
neighbors,0,0,0,0,1
neighbors…i,0,0,0,0,1
neighbour,3,0,0,0,0
neighbourhood,2,0,0,0,0
neil,0,3,1,3,0
neill,0,1,0,0,0
neither,40,11,0,5,20
nelba,0,0,0,0,1
nelson,0,1,0,2,3
neocon,0,3,0,0,0
neon,0,1,0,0,0
nerve,5,0,0,2,2
nervecentre,1,0,0,0,0
nervecentres,1,0,0,0,0
nervous,5,4,1,1,1
nervously,0,0,0,0,1
nervousness,0,0,1,0,0
nest,1,15,1,4,2
net,3,6,10,2,7
netanyahu,0,0,0,0,2
netherlands,0,0,0,2,0
network,0,24,11,13,29
netzero,0,0,5,0,0
neubauer,1,0,0,0,0
neurodegenerative,0,0,2,0,0
neurological,0,0,1,0,0
neurosurgeon,0,0,1,0,0
neutral,2,4,0,2,1
neutrality,1,0,0,1,0
nevada,0,91,6,0,5
nevada…,0,1,0,0,0
nevaeh,0,1,0,0,0
never,273,2218,187,77,151
neverbroughtbefore,0,1,0,0,0
neverending,0,1,0,0,2
nevertheless,18,3,0,2,3
nevertrump,0,1,0,0,0
nevertrumpers,0,1,0,0,0
never…,0,8,0,0,0
nevirapine,0,0,0,1,0
new,362,934,380,315,507
newark,0,1,1,0,1
newborn,0,1,0,0,1
newcomer,0,11,0,3,3
newer,0,3,0,0,3
newest,0,2,1,0,4
newfound,0,0,0,1,1
newhouse,0,1,0,0,0
newly,7,2,2,3,1
newlyennobled,1,0,0,0,0
newlyenrolled,0,0,0,1,0
newlyfloated,1,0,0,0,0
newlysettled,1,0,0,0,0
newlywed,0,0,0,0,1
newman,0,0,1,0,0
news,9,417,39,11,27
newscast,0,7,0,0,0
newscasts…,0,1,0,0,0
newscum,0,1,0,0,0
newsman,0,0,0,0,1
newsmax,0,4,0,0,0
newsom,0,5,9,0,0
newspaper,43,23,2,1,3
newspapers,0,1,0,0,0
newspapers—a,1,0,0,0,0
newspeople,0,1,0,0,0
newsrelated,0,0,1,0,0
newsroom,0,1,0,0,0
news…,0,2,0,0,0
newton,0,0,0,0,2
newtown,0,0,0,0,23
new’,1,0,0,0,0
next,23,325,140,53,182
nextdoor,1,0,0,0,0
nextgeneration,0,0,0,0,1
next…,0,1,0,0,0
nfl,0,12,0,0,0
ngo,0,0,3,0,0
nh,0,4,0,0,0
nhdonaldjtrump,0,1,0,0,0
nhdonaldjtrumpcom,0,6,0,0,0
ni,0,1,0,0,0
nibelung,2,0,0,0,0
nicaragua,0,2,0,1,0
nice,0,421,4,2,4
nicee,0,1,0,0,0
nicely,1,27,1,0,0
nicer,0,14,0,0,0
nicest,0,3,0,0,0
nicetohave,0,0,0,0,1
nicety,1,0,0,0,0
niche,1,0,0,0,0
nichols,0,0,0,0,1
nicht,1,0,0,0,0
nick,0,1,0,1,2
nicklaus,0,2,0,0,0
nickname,0,1,2,0,0
nicky,0,1,0,0,0
nicole,0,3,0,0,6
nie,1,0,0,0,0
niederwald,1,0,0,0,0
niente,1,0,0,0,0
nigel,0,10,0,0,0
niger,0,0,0,1,0
nigeria,0,0,0,2,0
nigerian,0,0,0,1,0
night,19,223,41,18,32
nightfall,1,0,0,0,0
nightly,1,2,1,0,0
nightmare,1,34,2,2,1
nightmarish,0,1,0,0,0
nightshelters,1,0,0,0,0
nighttime,0,2,1,0,0
night…,0,3,0,0,0
nih,0,0,5,1,0
nihilism,1,0,0,0,1
niirnberg,1,0,0,0,0
nikki,0,103,1,0,0
nikui,0,2,0,0,0
nil,1,0,0,0,0
nimble,0,0,1,0,1
nincompoop,3,0,0,0,0
nine,5,99,13,5,10
nineeleven,0,0,0,0,1
ninepin,1,0,0,0,0
ninerung,0,0,0,0,1
nineteenth,4,0,0,0,0
ninetenths,2,0,0,1,0
ninety,2,0,0,0,3
ninetyeight,2,0,0,0,1
ninetyfive,1,0,0,0,0
ninetynine,2,0,0,0,0
nineyearold,0,0,0,0,1
ningn,0,0,0,1,0
